route_id,service_id,trip_id,realtime_trip_id,trip_headsign,trip_short_name,trip_long_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
152361,446,379397004,GVB:50:63713,Isolatorweg,63713,,1,,1624813,0,2
152361,446,379397005,GVB:50:63688,Gein,63688,,0,,1624809,0,2
152361,446,379397006,GVB:50:63630,Isolatorweg,63630,,1,,1624811,0,2
152361,446,379397007,GVB:50:63584,Gein,63584,,0,,1624810,0,2
152361,446,379397008,GVB:50:63745,Isolatorweg,63745,,1,,1624813,0,2
152361,446,379397009,GVB:50:63602,Gein,63602,,0,,1624809,0,2
152361,446,379397010,GVB:50:63553,Isolatorweg,63553,,1,,1624811,0,2
152361,446,379397011,GVB:50:63522,Gein,63522,,0,,1624810,0,2
152361,446,379397012,GVB:50:63657,Isolatorweg,63657,,1,,1624813,0,2
152361,446,379397013,GVB:50:63714,Gein,63714,,0,,1624809,0,2
152361,446,379397014,GVB:50:63689,Isolatorweg,63689,,1,,1624811,0,2
152361,446,379397015,GVB:50:63631,Gein,63631,,0,,1624810,0,2
152361,446,379397016,GVB:50:63585,Isolatorweg,63585,,1,,1624813,0,2
152361,446,379397017,GVB:50:63746,Gein,63746,,0,,1624809,0,2
152361,446,379397018,GVB:50:63603,Isolatorweg,63603,,1,,1624811,0,2
152361,446,379397019,GVB:50:63554,Gein,63554,,0,,1624810,0,2
152361,446,379397020,GVB:50:63523,Isolatorweg,63523,,1,,1624812,0,2
152361,446,379397021,GVB:50:63658,Gein,63658,,0,,1624809,0,2
152361,446,379397022,GVB:50:63715,Isolatorweg,63715,,1,,1624814,0,2
152361,446,379397023,GVB:50:63690,Gein,63690,,0,,1624809,0,2
152361,446,379397024,GVB:50:63632,Isolatorweg,63632,,1,,1624813,0,2
152361,446,379397025,GVB:50:63586,Gein,63586,,0,,1624810,0,2
152361,446,379397026,GVB:50:63747,Isolatorweg,63747,,1,,1624811,0,2
152361,446,379397027,GVB:50:63604,Gein,63604,,0,,1624809,0,2
152361,446,379397028,GVB:50:63557,Isolatorweg,63557,,1,,1624814,0,2
152361,446,379397029,GVB:50:63526,Gein,63526,,0,,1624810,0,2
152361,446,379397030,GVB:50:63659,Isolatorweg,63659,,1,,1624814,0,2
152361,446,379397031,GVB:50:63633,Gein,63633,,0,,1624809,0,2
152361,446,379397032,GVB:50:63691,Isolatorweg,63691,,1,,1624811,0,2
152361,446,379397033,GVB:50:63748,Gein,63748,,0,,1624810,0,2
152361,446,379397034,GVB:50:63605,Isolatorweg,63605,,1,,1624811,0,2
152361,446,379397035,GVB:50:63560,Gein,63560,,0,,1624809,0,2
152361,446,379397036,GVB:50:63527,Isolatorweg,63527,,1,,1624813,0,2
152361,446,379397037,GVB:50:63662,Gein,63662,,0,,1624810,0,2
